id_anonyme;sexe;type_vehicule;usage_vehicule;age_vehicule;formule;mois_demande;etat_dossier;tranche_age;tranche_revenus;enfants;anciennete_demande;tranche_tarifs
1025;M;Sports Car;Private;15.0;dev_premium;mars;complet;>40 ans;40-60k€;Oui;60–89 jours;Premium
1026;F;z_SUV;Private;15.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
1027;F;z_SUV;Private;6.0;dev_express;mai;complet;25-40 ans;0-20k€;Oui;<30 jours;Standard
1028;M;z_SUV;Commercial;11.0;dev_integral;janvier;complet;<25 ans;0-20k€;Non;>90 jours;Confort
1029;M;z_SUV;Private;6.0;dev_integral;mai;complet;25-40 ans;20-40k€;Oui;<30 jours;Standard
1030;M;Van;Private;1.0;dev_express;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Standard
1031;F;Pickup;Commercial;11.0;dev_vip;février;complet;>40 ans;40-60k€;Oui;>90 jours;Premium
1032;M;z_SUV;Private;6.0;dev_integral;février;complet;>40 ans;0-20k€;Non;>90 jours;Standard
1033;F;Minivan;Private;12.0;dev_integral;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Confort
1034;M;Sports Car;Private;;dev_express;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Standard
1035;M;Pickup;Private;1.0;dev_premium;mai;complet;>40 ans;Non renseigné;Oui;<30 jours;Premium
1036;M;Van;Private;14.0;dev_express;avril;complet;>40 ans;Non renseigné;Non;30-59 jours;Standard
1037;F;Pickup;Private;16.0;dev_integral;mars;complet;25-40 ans;0-20k€;Non;60–89 jours;Confort
1038;F;Minivan;Commercial;;dev_integral;mai;complet;25-40 ans;20-40k€;Oui;<30 jours;Confort
1039;M;Pickup;Commercial;8.0;dev_integral;janvier;complet;25-40 ans;Non renseigné;Oui;>90 jours;Standard
1040;M;z_SUV;Private;1.0;dev_integral;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Confort
1041;F;Minivan;Private;1.0;dev_integral;avril;complet;25-40 ans;20-40k€;Oui;30-59 jours;Standard
1042;M;z_SUV;Private;15.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
1043;F;z_SUV;Private;1.0;dev_integral;janvier;complet;<25 ans;0-20k€;Non;>90 jours;Standard
1044;M;Panel Truck;Commercial;15.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Confort
1045;M;Minivan;Private;14.0;dev_integral;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Standard
1046;M;Sports Car;Commercial;10.0;dev_integral;février;complet;>40 ans;0-20k€;Non;>90 jours;Standard
1047;M;Sports Car;Private;1.0;dev_express;février;complet;25-40 ans;0-20k€;Non;>90 jours;Standard
1048;F;Panel Truck;Commercial;9.0;dev_integral;mai;complet;25-40 ans;0-20k€;Non;<30 jours;Standard
1049;M;Minivan;Private;8.0;dev_integral;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Confort
1050;F;z_SUV;Private;9.0;dev_integral;mai;complet;25-40 ans;20-40k€;Non;<30 jours;Confort
1051;M;Minivan;Private;6.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
1052;M;z_SUV;Commercial;8.0;dev_integral;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Confort
1053;M;Minivan;Private;1.0;dev_integral;mai;complet;<25 ans;0-20k€;Oui;<30 jours;Confort
1054;M;Minivan;Commercial;8.0;dev_integral;mai;complet;25-40 ans;Non renseigné;Non;<30 jours;Confort
1055;F;Minivan;Private;12.0;dev_premium;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Premium
1056;M;Panel Truck;Commercial;1.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
1057;M;Pickup;Private;17.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
1058;F;Minivan;Commercial;1.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Confort
1059;F;Minivan;Commercial;5.0;dev_premium;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Premium
1060;F;Pickup;Commercial;1.0;dev_integral;avril;complet;<25 ans;40-60k€;Non;30-59 jours;Confort
1061;F;Panel Truck;Commercial;15.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
1062;M;Panel Truck;Commercial;15.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
1063;F;Sports Car;Private;12.0;dev_express;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Standard
1064;F;z_SUV;Private;;dev_express;mars;complet;<25 ans;60k€+;Non;60–89 jours;Standard
1065;M;z_SUV;Private;1.0;dev_express;avril;complet;25-40 ans;0-20k€;Non;30-59 jours;Standard
1066;F;Van;Private;12.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
1067;M;Minivan;Private;17.0;dev_integral;février;complet;>40 ans;20-40k€;Non;>90 jours;Standard
1068;F;Sports Car;Private;1.0;dev_integral;mars;complet;>40 ans;40-60k€;Oui;60–89 jours;Standard
1069;F;Van;Commercial;1.0;dev_express;février;complet;>40 ans;20-40k€;Non;>90 jours;Standard
1070;F;Van;Private;12.0;dev_integral;janvier;complet;<25 ans;60k€+;Non;>90 jours;Confort
1071;F;Pickup;Commercial;1.0;dev_express;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
1072;F;Van;Commercial;1.0;dev_express;avril;complet;>40 ans;40-60k€;Oui;30-59 jours;Standard
1073;M;Van;Commercial;11.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Confort
1074;F;Panel Truck;Commercial;19.0;dev_integral;février;complet;25-40 ans;60k€+;Non;>90 jours;Confort
1075;F;Pickup;Commercial;12.0;dev_integral;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Confort
1076;F;Van;Private;;dev_express;février;complet;>40 ans;20-40k€;Oui;>90 jours;Standard
1077;F;Pickup;Private;7.0;dev_express;février;complet;>40 ans;20-40k€;Oui;>90 jours;Standard
1078;F;z_SUV;Private;8.0;dev_integral;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Confort
1079;F;Panel Truck;Commercial;1.0;dev_express;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Standard
1080;M;Minivan;Private;10.0;dev_express;avril;complet;<25 ans;60k€+;Non;30-59 jours;Standard
1081;F;Panel Truck;Commercial;1.0;dev_integral;janvier;complet;25-40 ans;60k€+;Non;>90 jours;Confort
1082;M;Minivan;Private;15.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Confort
1083;M;Sports Car;Private;17.0;dev_express;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Standard
1084;M;z_SUV;Private;18.0;dev_express;février;complet;<25 ans;40-60k€;Non;>90 jours;Standard
1085;F;Minivan;Commercial;1.0;dev_integral;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Confort
1086;F;Sports Car;Private;4.0;dev_express;avril;complet;>40 ans;0-20k€;Oui;30-59 jours;Standard
1087;F;Minivan;Private;1.0;dev_express;février;complet;25-40 ans;40-60k€;Oui;>90 jours;Standard
1088;M;Van;Commercial;8.0;dev_express;janvier;complet;>40 ans;Non renseigné;Non;>90 jours;Standard
1089;F;z_SUV;Private;14.0;dev_integral;mars;complet;<25 ans;40-60k€;Non;60–89 jours;Confort
1090;M;Van;Commercial;1.0;dev_express;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Standard
1091;M;Pickup;Private;1.0;dev_integral;février;complet;>40 ans;20-40k€;Non;>90 jours;Confort
1092;F;Sports Car;Private;6.0;dev_integral;février;complet;>40 ans;20-40k€;Oui;>90 jours;Standard
1093;F;Pickup;Commercial;6.0;dev_integral;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Confort
1094;F;Panel Truck;Commercial;16.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Confort
1095;F;Pickup;Commercial;19.0;dev_integral;mars;complet;<25 ans;0-20k€;Oui;60–89 jours;Confort
1096;F;Minivan;Private;13.0;dev_premium;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Confort
1097;F;Minivan;Private;8.0;dev_express;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
1098;F;Panel Truck;Commercial;;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
1099;M;Minivan;Commercial;12.0;dev_express;janvier;complet;<25 ans;60k€+;Non;>90 jours;Standard
1100;M;z_SUV;Commercial;9.0;dev_express;février;complet;>40 ans;Non renseigné;Oui;>90 jours;Standard
1101;M;Van;Private;13.0;dev_vip;mars;complet;25-40 ans;60k€+;Oui;60–89 jours;Premium
1102;F;Minivan;Private;9.0;dev_integral;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Confort
1103;M;Minivan;Private;8.0;dev_express;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Standard
1104;F;z_SUV;Commercial;9.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
1105;M;Minivan;Private;1.0;dev_express;avril;complet;<25 ans;60k€+;Non;30-59 jours;Standard
1106;M;Panel Truck;Commercial;16.0;dev_express;janvier;complet;<25 ans;60k€+;Oui;>90 jours;Standard
1107;M;Panel Truck;Commercial;12.0;dev_premium;mars;complet;<25 ans;60k€+;Non;60–89 jours;Confort
1108;M;z_SUV;Private;10.0;dev_integral;janvier;complet;<25 ans;40-60k€;Oui;>90 jours;Standard
1109;F;Van;Commercial;8.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
1110;M;z_SUV;Private;14.0;dev_premium;mars;complet;25-40 ans;60k€+;Oui;60–89 jours;Confort
1111;M;Pickup;Commercial;1.0;dev_integral;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Confort
1112;M;Sports Car;Private;21.0;dev_express;février;complet;25-40 ans;40-60k€;Non;>90 jours;Standard
1113;M;Sports Car;Private;1.0;dev_integral;mai;complet;>40 ans;0-20k€;Non;<30 jours;Confort
1114;M;Van;Private;4.0;dev_express;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Standard
1115;F;Minivan;Private;16.0;dev_integral;mai;complet;>40 ans;40-60k€;Non;<30 jours;Confort
1116;F;Pickup;Private;10.0;dev_integral;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Confort
1117;M;Pickup;Private;7.0;dev_express;janvier;complet;<25 ans;20-40k€;Oui;>90 jours;Standard
1118;F;Pickup;Commercial;1.0;dev_integral;mars;complet;25-40 ans;40-60k€;Non;60–89 jours;Confort
1119;M;Minivan;Private;9.0;dev_express;février;complet;>40 ans;40-60k€;Non;>90 jours;Standard
1120;F;Minivan;Private;12.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Confort
1121;M;Sports Car;Private;9.0;dev_integral;mai;complet;<25 ans;60k€+;Non;<30 jours;Confort
1122;F;Panel Truck;Commercial;15.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
1123;F;Panel Truck;Commercial;12.0;dev_premium;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
1124;M;Minivan;Commercial;4.0;dev_integral;janvier;complet;<25 ans;20-40k€;Oui;>90 jours;Confort
1125;F;Pickup;Commercial;11.0;dev_express;mars;complet;<25 ans;60k€+;Oui;60–89 jours;Standard
1126;M;Pickup;Private;12.0;dev_integral;mars;complet;<25 ans;60k€+;Non;60–89 jours;Confort
1127;M;Minivan;Commercial;11.0;dev_express;mars;complet;<25 ans;0-20k€;Non;60–89 jours;Standard
1128;F;z_SUV;Private;8.0;dev_integral;mai;complet;<25 ans;60k€+;Non;<30 jours;Confort
1129;M;z_SUV;Private;7.0;dev_integral;mars;complet;<25 ans;60k€+;Non;60–89 jours;Confort
1130;F;z_SUV;Private;4.0;dev_integral;mai;complet;<25 ans;60k€+;Non;<30 jours;Confort
1131;F;z_SUV;Private;12.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
1132;F;Minivan;Private;1.0;dev_express;avril;complet;25-40 ans;20-40k€;Non;30-59 jours;Standard
1133;F;Minivan;Private;8.0;dev_express;janvier;complet;25-40 ans;60k€+;Oui;>90 jours;Standard
1134;F;z_SUV;Private;10.0;dev_integral;février;complet;>40 ans;20-40k€;Non;>90 jours;Confort
1135;M;z_SUV;Private;7.0;dev_integral;mars;complet;25-40 ans;40-60k€;Oui;60–89 jours;Standard
1136;F;z_SUV;Private;12.0;dev_integral;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Confort
1137;F;z_SUV;Private;;dev_express;mai;complet;>40 ans;20-40k€;Non;<30 jours;Standard
1138;F;Sports Car;Private;2.0;dev_integral;février;complet;<25 ans;20-40k€;Non;>90 jours;Confort
1139;F;z_SUV;Private;10.0;dev_express;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Standard
1140;M;Pickup;Private;1.0;dev_integral;avril;complet;<25 ans;20-40k€;Non;30-59 jours;Confort
1141;M;Sports Car;Private;12.0;dev_integral;février;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
1142;F;Pickup;Commercial;7.0;dev_express;février;complet;>40 ans;20-40k€;Non;>90 jours;Standard
1143;F;Pickup;Private;22.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
1144;F;Panel Truck;Commercial;;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
1145;M;Sports Car;Private;7.0;dev_express;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Standard
1146;M;Minivan;Private;21.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
1147;M;z_SUV;Private;1.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
1148;F;z_SUV;Private;6.0;dev_express;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Standard
1149;F;Minivan;Private;7.0;dev_premium;mai;complet;<25 ans;40-60k€;Non;<30 jours;Premium
1150;M;Minivan;Commercial;10.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
1151;M;Pickup;Commercial;9.0;dev_express;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Standard
1152;M;Panel Truck;Commercial;20.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
1153;M;z_SUV;Private;8.0;dev_integral;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Confort
1154;F;Minivan;Private;20.0;dev_express;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
1155;M;Minivan;Private;1.0;dev_express;mai;complet;<25 ans;40-60k€;Non;<30 jours;Standard
1156;F;Minivan;Private;1.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
1157;F;Van;Commercial;4.0;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Premium
1158;M;Minivan;Private;1.0;dev_integral;mai;complet;>40 ans;40-60k€;Non;<30 jours;Confort
